分类,名称,字段,数值,类型
天赋卡,rar_perfect,curseRemovable,true,bool
天赋卡,rar_triple,cardId,rar_triple,string
天赋卡,rar_triple,displayName,三位一体,string
天赋卡,rar_triple,description,攻击力+12%，防御力+15%,string
天赋卡,rar_triple,cardType,Rare,TalentCardType
天赋卡,rar_triple,rarity,Common,TalentCardRarity
天赋卡,rar_triple,slotDiscount,0.00,float
天赋卡,rar_triple,effectType,AttackPercent,TalentEffectType
天赋卡,rar_triple,effectValue,12,int
天赋卡,rar_triple,effectValue2,0,int
天赋卡,rar_triple,secondaryEffectType,DefensePercent,TalentEffectType
天赋卡,rar_triple,secondaryEffectValue,15,int
天赋卡,rar_triple,secondaryEffectValue2,0,int
天赋卡,rar_triple,effectTarget,Global,CardEffectTarget
天赋卡,rar_triple,targetOperatorType,Vanguard,OperatorType
天赋卡,rar_triple,targetOperatorDataId,-1,int
天赋卡,rar_triple,purchaseCooldownPenalty,0,int
天赋卡,rar_triple,cardScope,PerRun,CardScope
天赋卡,rar_triple,isGuardianRewindCard,false,bool
天赋卡,rar_triple,triggerType,None,GuardianRewindTriggerType
天赋卡,rar_triple,triggerValue,0,int
天赋卡,rar_triple,isCurse,false,bool
天赋卡,rar_triple,curseEffectType,None,TalentEffectType
天赋卡,rar_triple,curseEffectValue,0,int
天赋卡,rar_triple,curseSecondaryEffectType,None,TalentEffectType
天赋卡,rar_triple,curseSecondaryEffectValue,0,int
天赋卡,rar_triple,curseRemovable,true,bool
天赋卡,rar_vanguard_speed,cardId,rar_vanguard_speed,string
天赋卡,rar_vanguard_speed,displayName,先锋疾行,string
天赋卡,rar_vanguard_speed,description,先锋干员移动速度 +100%（加倍）,string
天赋卡,rar_vanguard_speed,cardType,Rare,TalentCardType
天赋卡,rar_vanguard_speed,rarity,Rare,TalentCardRarity
天赋卡,rar_vanguard_speed,slotDiscount,0.00,float
天赋卡,rar_vanguard_speed,effectType,MoveSpeedPercent,TalentEffectType
天赋卡,rar_vanguard_speed,effectValue,100,int
天赋卡,rar_vanguard_speed,effectValue2,0,int
天赋卡,rar_vanguard_speed,secondaryEffectType,None,TalentEffectType
天赋卡,rar_vanguard_speed,secondaryEffectValue,0,int
天赋卡,rar_vanguard_speed,secondaryEffectValue2,0,int
天赋卡,rar_vanguard_speed,effectTarget,ByClass,CardEffectTarget
天赋卡,rar_vanguard_speed,targetOperatorType,Vanguard,OperatorType
天赋卡,rar_vanguard_speed,targetOperatorDataId,-1,int
天赋卡,rar_vanguard_speed,purchaseCooldownPenalty,0,int
天赋卡,rar_vanguard_speed,cardScope,PerRun,CardScope
天赋卡,rar_vanguard_speed,isGuardianRewindCard,false,bool
天赋卡,rar_vanguard_speed,triggerType,None,GuardianRewindTriggerType
天赋卡,rar_vanguard_speed,triggerValue,0,int
天赋卡,rar_vanguard_speed,isCurse,false,bool
天赋卡,rar_vanguard_speed,curseEffectType,None,TalentEffectType
天赋卡,rar_vanguard_speed,curseEffectValue,0,int
天赋卡,rar_vanguard_speed,curseSecondaryEffectType,None,TalentEffectType
天赋卡,rar_vanguard_speed,curseSecondaryEffectValue,0,int
天赋卡,rar_vanguard_speed,curseRemovable,true,bool
天赋卡,skl_auto,cardId,skl_auto,string
天赋卡,skl_auto,displayName,自动施放,string
天赋卡,skl_auto,description,暴击率+10%，攻击力+8%,string
天赋卡,skl_auto,cardType,Skill,TalentCardType
天赋卡,skl_auto,rarity,Common,TalentCardRarity
天赋卡,skl_auto,slotDiscount,0.00,float
天赋卡,skl_auto,effectType,CritChanceBonus,TalentEffectType
天赋卡,skl_auto,effectValue,10,int
天赋卡,skl_auto,effectValue2,0,int
天赋卡,skl_auto,secondaryEffectType,AttackPercent,TalentEffectType
天赋卡,skl_auto,secondaryEffectValue,8,int
天赋卡,skl_auto,secondaryEffectValue2,0,int
天赋卡,skl_auto,effectTarget,Global,CardEffectTarget
天赋卡,skl_auto,targetOperatorType,Vanguard,OperatorType
天赋卡,skl_auto,targetOperatorDataId,-1,int
天赋卡,skl_auto,purchaseCooldownPenalty,0,int
天赋卡,skl_auto,cardScope,PerRun,CardScope
天赋卡,skl_auto,isGuardianRewindCard,false,bool
天赋卡,skl_auto,triggerType,None,GuardianRewindTriggerType
天赋卡,skl_auto,triggerValue,0,int
天赋卡,skl_auto,isCurse,false,bool
天赋卡,skl_auto,curseEffectType,None,TalentEffectType
天赋卡,skl_auto,curseEffectValue,0,int
天赋卡,skl_auto,curseSecondaryEffectType,None,TalentEffectType
天赋卡,skl_auto,curseSecondaryEffectValue,0,int
天赋卡,skl_auto,curseRemovable,true,bool
天赋卡,skl_berserk,cardId,skl_berserk,string
天赋卡,skl_berserk,displayName,狂战技能,string
天赋卡,skl_berserk,description,低血时攻击力+40%，攻击速度+12%,string
天赋卡,skl_berserk,cardType,Skill,TalentCardType
天赋卡,skl_berserk,rarity,Common,TalentCardRarity
天赋卡,skl_berserk,slotDiscount,0.00,float
天赋卡,skl_berserk,effectType,LowHpAttackBonus,TalentEffectType
天赋卡,skl_berserk,effectValue,40,int
天赋卡,skl_berserk,effectValue2,0,int
天赋卡,skl_berserk,secondaryEffectType,AttackSpeedPercent,TalentEffectType
天赋卡,skl_berserk,secondaryEffectValue,12,int
天赋卡,skl_berserk,secondaryEffectValue2,0,int
天赋卡,skl_berserk,effectTarget,Global,CardEffectTarget
天赋卡,skl_berserk,targetOperatorType,Vanguard,OperatorType
天赋卡,skl_berserk,targetOperatorDataId,-1,int
天赋卡,skl_berserk,purchaseCooldownPenalty,0,int
天赋卡,skl_berserk,cardScope,PerRun,CardScope
天赋卡,skl_berserk,isGuardianRewindCard,false,bool
天赋卡,skl_berserk,triggerType,None,GuardianRewindTriggerType
天赋卡,skl_berserk,triggerValue,0,int
天赋卡,skl_berserk,isCurse,false,bool
天赋卡,skl_berserk,curseEffectType,None,TalentEffectType
天赋卡,skl_berserk,curseEffectValue,0,int
天赋卡,skl_berserk,curseSecondaryEffectType,None,TalentEffectType
天赋卡,skl_berserk,curseSecondaryEffectValue,0,int
天赋卡,skl_berserk,curseRemovable,true,bool
天赋卡,skl_cd1,cardId,skl_cd1,string
天赋卡,skl_cd1,displayName,冷却缩减,string
天赋卡,skl_cd1,description,攻击速度+12%，防御力+8%,string
天赋卡,skl_cd1,cardType,Skill,TalentCardType
天赋卡,skl_cd1,rarity,Common,TalentCardRarity
天赋卡,skl_cd1,slotDiscount,0.00,float
天赋卡,skl_cd1,effectType,AttackSpeedPercent,TalentEffectType
天赋卡,skl_cd1,effectValue,12,int
天赋卡,skl_cd1,effectValue2,0,int
天赋卡,skl_cd1,secondaryEffectType,DefensePercent,TalentEffectType
天赋卡,skl_cd1,secondaryEffectValue,8,int
天赋卡,skl_cd1,secondaryEffectValue2,0,int
天赋卡,skl_cd1,effectTarget,Global,CardEffectTarget
天赋卡,skl_cd1,targetOperatorType,Vanguard,OperatorType
天赋卡,skl_cd1,targetOperatorDataId,-1,int
天赋卡,skl_cd1,purchaseCooldownPenalty,0,int
天赋卡,skl_cd1,cardScope,PerRun,CardScope
天赋卡,skl_cd1,isGuardianRewindCard,false,bool
天赋卡,skl_cd1,triggerType,None,GuardianRewindTriggerType
天赋卡,skl_cd1,triggerValue,0,int
天赋卡,skl_cd1,isCurse,false,bool
天赋卡,skl_cd1,curseEffectType,None,TalentEffectType
天赋卡,skl_cd1,curseEffectValue,0,int
天赋卡,skl_cd1,curseSecondaryEffectType,None,TalentEffectType
天赋卡,skl_cd1,curseSecondaryEffectValue,0,int
天赋卡,skl_cd1,curseRemovable,true,bool
天赋卡,skl_chain,cardId,skl_chain,string
天赋卡,skl_chain,displayName,技能连锁,string
天赋卡,skl_chain,description,AoE范围+20%，攻击速度+15%,string
天赋卡,skl_chain,cardType,Skill,TalentCardType
天赋卡,skl_chain,rarity,Common,TalentCardRarity
天赋卡,skl_chain,slotDiscount,0.00,float
天赋卡,skl_chain,effectType,AoeRangePercent,TalentEffectType
天赋卡,skl_chain,effectValue,20,int
天赋卡,skl_chain,effectValue2,0,int
天赋卡,skl_chain,secondaryEffectType,AttackSpeedPercent,TalentEffectType
天赋卡,skl_chain,secondaryEffectValue,15,int
天赋卡,skl_chain,secondaryEffectValue2,0,int
天赋卡,skl_chain,effectTarget,Global,CardEffectTarget
天赋卡,skl_chain,targetOperatorType,Vanguard,OperatorType
天赋卡,skl_chain,targetOperatorDataId,-1,int
天赋卡,skl_chain,purchaseCooldownPenalty,0,int
天赋卡,skl_chain,cardScope,PerRun,CardScope
天赋卡,skl_chain,isGuardianRewindCard,false,bool
天赋卡,skl_chain,triggerType,None,GuardianRewindTriggerType
天赋卡,skl_chain,triggerValue,0,int
天赋卡,skl_chain,isCurse,false,bool
天赋卡,skl_chain,curseEffectType,None,TalentEffectType
天赋卡,skl_chain,curseEffectValue,0,int
天赋卡,skl_chain,curseSecondaryEffectType,None,TalentEffectType
天赋卡,skl_chain,curseSecondaryEffectValue,0,int
天赋卡,skl_chain,curseRemovable,true,bool
天赋卡,skl_charge1,cardId,skl_charge1,string
天赋卡,skl_charge1,displayName,SP充能1,string
天赋卡,skl_charge1,description,攻击速度+8%，攻击力+5%,string
天赋卡,skl_charge1,cardType,Skill,TalentCardType
天赋卡,skl_charge1,rarity,Common,TalentCardRarity
天赋卡,skl_charge1,slotDiscount,0.00,float
天赋卡,skl_charge1,effectType,AttackSpeedPercent,TalentEffectType
天赋卡,skl_charge1,effectValue,8,int
天赋卡,skl_charge1,effectValue2,0,int
天赋卡,skl_charge1,secondaryEffectType,AttackPercent,TalentEffectType
天赋卡,skl_charge1,secondaryEffectValue,5,int
天赋卡,skl_charge1,secondaryEffectValue2,0,int
天赋卡,skl_charge1,effectTarget,Global,CardEffectTarget
天赋卡,skl_charge1,targetOperatorType,Vanguard,OperatorType
天赋卡,skl_charge1,targetOperatorDataId,-1,int
天赋卡,skl_charge1,purchaseCooldownPenalty,0,int
天赋卡,skl_charge1,cardScope,PerRun,CardScope
天赋卡,skl_charge1,isGuardianRewindCard,false,bool
天赋卡,skl_charge1,triggerType,None,GuardianRewindTriggerType
天赋卡,skl_charge1,triggerValue,0,int
天赋卡,skl_charge1,isCurse,false,bool
天赋卡,skl_charge1,curseEffectType,None,TalentEffectType
天赋卡,skl_charge1,curseEffectValue,0,int
天赋卡,skl_charge1,curseSecondaryEffectType,None,TalentEffectType
天赋卡,skl_charge1,curseSecondaryEffectValue,0,int
天赋卡,skl_charge1,curseRemovable,true,bool
天赋卡,skl_charge2,cardId,skl_charge2,string
天赋卡,skl_charge2,displayName,SP充能2,string
天赋卡,skl_charge2,description,攻击速度+15%，攻击力+10%,string
天赋卡,skl_charge2,cardType,Skill,TalentCardType
天赋卡,skl_charge2,rarity,Common,TalentCardRarity
天赋卡,skl_charge2,slotDiscount,0.00,float
天赋卡,skl_charge2,effectType,AttackSpeedPercent,TalentEffectType
天赋卡,skl_charge2,effectValue,15,int
天赋卡,skl_charge2,effectValue2,0,int
天赋卡,skl_charge2,secondaryEffectType,AttackPercent,TalentEffectType
天赋卡,skl_charge2,secondaryEffectValue,10,int
天赋卡,skl_charge2,secondaryEffectValue2,0,int
天赋卡,skl_charge2,effectTarget,Global,CardEffectTarget
天赋卡,skl_charge2,targetOperatorType,Vanguard,OperatorType
天赋卡,skl_charge2,targetOperatorDataId,-1,int
天赋卡,skl_charge2,purchaseCooldownPenalty,0,int
天赋卡,skl_charge2,cardScope,PerRun,CardScope
天赋卡,skl_charge2,isGuardianRewindCard,false,bool
天赋卡,skl_charge2,triggerType,None,GuardianRewindTriggerType
天赋卡,skl_charge2,triggerValue,0,int
天赋卡,skl_charge2,isCurse,false,bool
天赋卡,skl_charge2,curseEffectType,None,TalentEffectType
天赋卡,skl_charge2,curseEffectValue,0,int
天赋卡,skl_charge2,curseSecondaryEffectType,None,TalentEffectType
天赋卡,skl_charge2,curseSecondaryEffectValue,0,int
天赋卡,skl_charge2,curseRemovable,true,bool
天赋卡,skl_charge3,cardId,skl_charge3,string
天赋卡,skl_charge3,displayName,SP充能3,string
天赋卡,skl_charge3,description,攻击速度+25%，暴击率+10%,string
天赋卡,skl_charge3,cardType,Skill,TalentCardType
天赋卡,skl_charge3,rarity,Common,TalentCardRarity
天赋卡,skl_charge3,slotDiscount,0.00,float
天赋卡,skl_charge3,effectType,AttackSpeedPercent,TalentEffectType
天赋卡,skl_charge3,effectValue,25,int
天赋卡,skl_charge3,effectValue2,0,int
天赋卡,skl_charge3,secondaryEffectType,CritChanceBonus,TalentEffectType
天赋卡,skl_charge3,secondaryEffectValue,10,int
天赋卡,skl_charge3,secondaryEffectValue2,0,int
天赋卡,skl_charge3,effectTarget,Global,CardEffectTarget
天赋卡,skl_charge3,targetOperatorType,Vanguard,OperatorType
天赋卡,skl_charge3,targetOperatorDataId,-1,int
天赋卡,skl_charge3,purchaseCooldownPenalty,0,int
天赋卡,skl_charge3,cardScope,PerRun,CardScope
天赋卡,skl_charge3,isGuardianRewindCard,false,bool
天赋卡,skl_charge3,triggerType,None,GuardianRewindTriggerType
天赋卡,skl_charge3,triggerValue,0,int
天赋卡,skl_charge3,isCurse,false,bool
天赋卡,skl_charge3,curseEffectType,None,TalentEffectType
天赋卡,skl_charge3,curseEffectValue,0,int
天赋卡,skl_charge3,curseSecondaryEffectType,None,TalentEffectType
天赋卡,skl_charge3,curseSecondaryEffectValue,0,int
天赋卡,skl_charge3,curseRemovable,true,bool
天赋卡,skl_duration1,cardId,skl_duration1,string
天赋卡,skl_duration1,displayName,永恒持续,string
天赋卡,skl_duration1,description,攻击速度+10%，最大生命+12%,string
天赋卡,skl_duration1,cardType,Skill,TalentCardType
天赋卡,skl_duration1,rarity,Common,TalentCardRarity
天赋卡,skl_duration1,slotDiscount,0.00,float
天赋卡,skl_duration1,effectType,AttackSpeedPercent,TalentEffectType
天赋卡,skl_duration1,effectValue,10,int
天赋卡,skl_duration1,effectValue2,0,int
天赋卡,skl_duration1,secondaryEffectType,MaxHpPercent,TalentEffectType
天赋卡,skl_duration1,secondaryEffectValue,12,int
天赋卡,skl_duration1,secondaryEffectValue2,0,int
天赋卡,skl_duration1,effectTarget,Global,CardEffectTarget
天赋卡,skl_duration1,targetOperatorType,Vanguard,OperatorType
天赋卡,skl_duration1,targetOperatorDataId,-1,int
天赋卡,skl_duration1,purchaseCooldownPenalty,0,int
天赋卡,skl_duration1,cardScope,PerRun,CardScope
天赋卡,skl_duration1,isGuardianRewindCard,false,bool
天赋卡,skl_duration1,triggerType,None,GuardianRewindTriggerType
天赋卡,skl_duration1,triggerValue,0,int
天赋卡,skl_duration1,isCurse,false,bool
天赋卡,skl_duration1,curseEffectType,None,TalentEffectType
天赋卡,skl_duration1,curseEffectValue,0,int
天赋卡,skl_duration1,curseSecondaryEffectType,None,TalentEffectType
天赋卡,skl_duration1,curseSecondaryEffectValue,0,int
天赋卡,skl_duration1,curseRemovable,true,bool
天赋卡,skl_power1,cardId,skl_power1,string
天赋卡,skl_power1,displayName,技能强化1,string
天赋卡,skl_power1,description,攻击力+10%，暴击伤害+15%,string
天赋卡,skl_power1,cardType,Skill,TalentCardType
天赋卡,skl_power1,rarity,Common,TalentCardRarity
天赋卡,skl_power1,slotDiscount,0.00,float
天赋卡,skl_power1,effectType,AttackPercent,TalentEffectType
天赋卡,skl_power1,effectValue,10,int
天赋卡,skl_power1,effectValue2,0,int
天赋卡,skl_power1,secondaryEffectType,CritDamageBonus,TalentEffectType
天赋卡,skl_power1,secondaryEffectValue,15,int
天赋卡,skl_power1,secondaryEffectValue2,0,int
天赋卡,skl_power1,effectTarget,Global,CardEffectTarget
天赋卡,skl_power1,targetOperatorType,Vanguard,OperatorType
天赋卡,skl_power1,targetOperatorDataId,-1,int
天赋卡,skl_power1,purchaseCooldownPenalty,0,int
天赋卡,skl_power1,cardScope,PerRun,CardScope
天赋卡,skl_power1,isGuardianRewindCard,false,bool
天赋卡,skl_power1,triggerType,None,GuardianRewindTriggerType
天赋卡,skl_power1,triggerValue,0,int
天赋卡,skl_power1,isCurse,false,bool
天赋卡,skl_power1,curseEffectType,None,TalentEffectType
天赋卡,skl_power1,curseEffectValue,0,int
天赋卡,skl_power1,curseSecondaryEffectType,None,TalentEffectType
天赋卡,skl_power1,curseSecondaryEffectValue,0,int
天赋卡,skl_power1,curseRemovable,true,bool
天赋卡,skl_power2,cardId,skl_power2,string
天赋卡,skl_power2,displayName,技能强化2,string
天赋卡,skl_power2,description,攻击力+18%，暴击伤害+25%,string
天赋卡,skl_power2,cardType,Skill,TalentCardType
天赋卡,skl_power2,rarity,Common,TalentCardRarity
天赋卡,skl_power2,slotDiscount,0.00,float
天赋卡,skl_power2,effectType,AttackPercent,TalentEffectType
天赋卡,skl_power2,effectValue,18,int
天赋卡,skl_power2,effectValue2,0,int
天赋卡,skl_power2,secondaryEffectType,CritDamageBonus,TalentEffectType
天赋卡,skl_power2,secondaryEffectValue,25,int
天赋卡,skl_power2,secondaryEffectValue2,0,int
天赋卡,skl_power2,effectTarget,Global,CardEffectTarget
天赋卡,skl_power2,targetOperatorType,Vanguard,OperatorType
天赋卡,skl_power2,targetOperatorDataId,-1,int
天赋卡,skl_power2,purchaseCooldownPenalty,0,int
天赋卡,skl_power2,cardScope,PerRun,CardScope
天赋卡,skl_power2,isGuardianRewindCard,false,bool
天赋卡,skl_power2,triggerType,None,GuardianRewindTriggerType
天赋卡,skl_power2,triggerValue,0,int
天赋卡,skl_power2,isCurse,false,bool
天赋卡,skl_power2,curseEffectType,None,TalentEffectType
天赋卡,skl_power2,curseEffectValue,0,int
天赋卡,skl_power2,curseSecondaryEffectType,None,TalentEffectType
天赋卡,skl_power2,curseSecondaryEffectValue,0,int
天赋卡,skl_power2,curseRemovable,true,bool
天赋卡,skl_power3,cardId,skl_power3,string
天赋卡,skl_power3,displayName,技能强化3,string
天赋卡,skl_power3,description,攻击力+25%，AoE范围+20%,string
天赋卡,skl_power3,cardType,Skill,TalentCardType
天赋卡,skl_power3,rarity,Common,TalentCardRarity
天赋卡,skl_power3,slotDiscount,0.00,float
天赋卡,skl_power3,effectType,AttackPercent,TalentEffectType
天赋卡,skl_power3,effectValue,25,int
天赋卡,skl_power3,effectValue2,0,int
天赋卡,skl_power3,secondaryEffectType,AoeRangePercent,TalentEffectType
天赋卡,skl_power3,secondaryEffectValue,20,int
天赋卡,skl_power3,secondaryEffectValue2,0,int
天赋卡,skl_power3,effectTarget,Global,CardEffectTarget
天赋卡,skl_power3,targetOperatorType,Vanguard,OperatorType
天赋卡,skl_power3,targetOperatorDataId,-1,int
天赋卡,skl_power3,purchaseCooldownPenalty,0,int
天赋卡,skl_power3,cardScope,PerRun,CardScope
天赋卡,skl_power3,isGuardianRewindCard,false,bool
天赋卡,skl_power3,triggerType,None,GuardianRewindTriggerType
天赋卡,skl_power3,triggerValue,0,int
天赋卡,skl_power3,isCurse,false,bool
天赋卡,skl_power3,curseEffectType,None,TalentEffectType
天赋卡,skl_power3,curseEffectValue,0,int
天赋卡,skl_power3,curseSecondaryEffectType,None,TalentEffectType
天赋卡,skl_power3,curseSecondaryEffectValue,0,int
天赋卡,skl_power3,curseRemovable,true,bool
天赋卡,skl_reset,cardId,skl_reset,string
天赋卡,skl_reset,displayName,技能重置,string
天赋卡,skl_reset,description,攻击速度+15%，吸血5%,string
天赋卡,skl_reset,cardType,Skill,TalentCardType
天赋卡,skl_reset,rarity,Common,TalentCardRarity
天赋卡,skl_reset,slotDiscount,0.00,float
天赋卡,skl_reset,effectType,AttackSpeedPercent,TalentEffectType
天赋卡,skl_reset,effectValue,15,int
天赋卡,skl_reset,effectValue2,0,int
天赋卡,skl_reset,secondaryEffectType,LifeStealPercent,TalentEffectType
天赋卡,skl_reset,secondaryEffectValue,5,int
天赋卡,skl_reset,secondaryEffectValue2,0,int
天赋卡,skl_reset,effectTarget,Global,CardEffectTarget
天赋卡,skl_reset,targetOperatorType,Vanguard,OperatorType
天赋卡,skl_reset,targetOperatorDataId,-1,int
天赋卡,skl_reset,purchaseCooldownPenalty,0,int
天赋卡,skl_reset,cardScope,PerRun,CardScope
天赋卡,skl_reset,isGuardianRewindCard,false,bool
天赋卡,skl_reset,triggerType,None,GuardianRewindTriggerType
天赋卡,skl_reset,triggerValue,0,int
天赋卡,skl_reset,isCurse,false,bool
天赋卡,skl_reset,curseEffectType,None,TalentEffectType
天赋卡,skl_reset,curseEffectValue,0,int
天赋卡,skl_reset,curseSecondaryEffectType,None,TalentEffectType
天赋卡,skl_reset,curseSecondaryEffectValue,0,int
天赋卡,skl_reset,curseRemovable,true,bool
天赋卡,skl_vanguard_laststand,cardId,skl_vanguard_laststand,string
天赋卡,skl_vanguard_laststand,displayName,先锋绝唱,string
天赋卡,skl_vanguard_laststand,description,先锋阵亡时自动触发技能返还部署点；无技能则返还撤退至守护点时的部署费用,string
天赋卡,skl_vanguard_laststand,cardType,Skill,TalentCardType
天赋卡,skl_vanguard_laststand,rarity,Common,TalentCardRarity
天赋卡,skl_vanguard_laststand,slotDiscount,0.00,float
天赋卡,skl_vanguard_laststand,effectType,None,TalentEffectType
天赋卡,skl_vanguard_laststand,effectValue,0,int
天赋卡,skl_vanguard_laststand,effectValue2,0,int
天赋卡,skl_vanguard_laststand,secondaryEffectType,None,TalentEffectType
天赋卡,skl_vanguard_laststand,secondaryEffectValue,0,int
天赋卡,skl_vanguard_laststand,secondaryEffectValue2,0,int
天赋卡,skl_vanguard_laststand,effectTarget,ByClass,CardEffectTarget
天赋卡,skl_vanguard_laststand,targetOperatorType,Vanguard,OperatorType
天赋卡,skl_vanguard_laststand,targetOperatorDataId,-1,int
天赋卡,skl_vanguard_laststand,purchaseCooldownPenalty,0,int
天赋卡,skl_vanguard_laststand,cardScope,PerRun,CardScope
天赋卡,skl_vanguard_laststand,isGuardianRewindCard,false,bool
天赋卡,skl_vanguard_laststand,triggerType,None,GuardianRewindTriggerType
天赋卡,skl_vanguard_laststand,triggerValue,0,int
天赋卡,skl_vanguard_laststand,isCurse,false,bool
天赋卡,skl_vanguard_laststand,curseEffectType,None,TalentEffectType
天赋卡,skl_vanguard_laststand,curseEffectValue,0,int
天赋卡,skl_vanguard_laststand,curseSecondaryEffectType,None,TalentEffectType
天赋卡,skl_vanguard_laststand,curseSecondaryEffectValue,0,int
天赋卡,skl_vanguard_laststand,curseRemovable,true,bool
天赋卡,spc_convert,cardId,spc_convert,string
天赋卡,spc_convert,displayName,卡牌转化,string
天赋卡,spc_convert,description,吸血5%，防御力+10%,string
天赋卡,spc_convert,cardType,Special,TalentCardType
天赋卡,spc_convert,rarity,Common,TalentCardRarity
天赋卡,spc_convert,slotDiscount,0.00,float
天赋卡,spc_convert,effectType,LifeStealPercent,TalentEffectType
天赋卡,spc_convert,effectValue,5,int
天赋卡,spc_convert,effectValue2,0,int
天赋卡,spc_convert,secondaryEffectType,DefensePercent,TalentEffectType
天赋卡,spc_convert,secondaryEffectValue,10,int
天赋卡,spc_convert,secondaryEffectValue2,0,int
天赋卡,spc_convert,effectTarget,Global,CardEffectTarget
天赋卡,spc_convert,targetOperatorType,Vanguard,OperatorType
天赋卡,spc_convert,targetOperatorDataId,-1,int
天赋卡,spc_convert,purchaseCooldownPenalty,0,int
天赋卡,spc_convert,cardScope,PerRun,CardScope
天赋卡,spc_convert,isGuardianRewindCard,false,bool
天赋卡,spc_convert,triggerType,None,GuardianRewindTriggerType
天赋卡,spc_convert,triggerValue,0,int
天赋卡,spc_convert,isCurse,false,bool
天赋卡,spc_convert,curseEffectType,None,TalentEffectType
天赋卡,spc_convert,curseEffectValue,0,int
天赋卡,spc_convert,curseSecondaryEffectType,None,TalentEffectType
天赋卡,spc_convert,curseSecondaryEffectValue,0,int
天赋卡,spc_convert,curseRemovable,true,bool
天赋卡,spc_double,cardId,spc_double,string
天赋卡,spc_double,displayName,双倍效果,string
天赋卡,spc_double,description,暴击伤害+20%，攻击力+10%,string
天赋卡,spc_double,cardType,Special,TalentCardType
天赋卡,spc_double,rarity,Common,TalentCardRarity
天赋卡,spc_double,slotDiscount,0.00,float
天赋卡,spc_double,effectType,CritDamageBonus,TalentEffectType
天赋卡,spc_double,effectValue,20,int
天赋卡,spc_double,effectValue2,0,int
天赋卡,spc_double,secondaryEffectType,AttackPercent,TalentEffectType
天赋卡,spc_double,secondaryEffectValue,10,int
天赋卡,spc_double,secondaryEffectValue2,0,int
天赋卡,spc_double,effectTarget,Global,CardEffectTarget
天赋卡,spc_double,targetOperatorType,Vanguard,OperatorType
天赋卡,spc_double,targetOperatorDataId,-1,int
天赋卡,spc_double,purchaseCooldownPenalty,0,int
天赋卡,spc_double,cardScope,PerRun,CardScope
天赋卡,spc_double,isGuardianRewindCard,false,bool
天赋卡,spc_double,triggerType,None,GuardianRewindTriggerType
天赋卡,spc_double,triggerValue,0,int
天赋卡,spc_double,isCurse,false,bool
天赋卡,spc_double,curseEffectType,None,TalentEffectType
天赋卡,spc_double,curseEffectValue,0,int
天赋卡,spc_double,curseSecondaryEffectType,None,TalentEffectType
天赋卡,spc_double,curseSecondaryEffectValue,0,int
天赋卡,spc_double,curseRemovable,true,bool
天赋卡,spc_draw,cardId,spc_draw,string
天赋卡,spc_draw,displayName,命运抉择,string
天赋卡,spc_draw,description,攻击力+8%，防御力+8%,string
天赋卡,spc_draw,cardType,Special,TalentCardType
天赋卡,spc_draw,rarity,Common,TalentCardRarity
天赋卡,spc_draw,slotDiscount,0.00,float
天赋卡,spc_draw,effectType,AttackPercent,TalentEffectType
天赋卡,spc_draw,effectValue,8,int
天赋卡,spc_draw,effectValue2,0,int
天赋卡,spc_draw,secondaryEffectType,DefensePercent,TalentEffectType
天赋卡,spc_draw,secondaryEffectValue,8,int
天赋卡,spc_draw,secondaryEffectValue2,0,int
天赋卡,spc_draw,effectTarget,Global,CardEffectTarget
天赋卡,spc_draw,targetOperatorType,Vanguard,OperatorType
天赋卡,spc_draw,targetOperatorDataId,-1,int
天赋卡,spc_draw,purchaseCooldownPenalty,0,int
天赋卡,spc_draw,cardScope,PerRun,CardScope
天赋卡,spc_draw,isGuardianRewindCard,false,bool
天赋卡,spc_draw,triggerType,None,GuardianRewindTriggerType
天赋卡,spc_draw,triggerValue,0,int
天赋卡,spc_draw,isCurse,false,bool
天赋卡,spc_draw,curseEffectType,None,TalentEffectType
天赋卡,spc_draw,curseEffectValue,0,int
天赋卡,spc_draw,curseSecondaryEffectType,None,TalentEffectType
天赋卡,spc_draw,curseSecondaryEffectValue,0,int
天赋卡,spc_draw,curseRemovable,true,bool
天赋卡,spc_evade,cardId,spc_evade,string
天赋卡,spc_evade,displayName,疾影脱身,string
天赋卡,spc_evade,description,选择避让时不受接触伤害，移速瞬间暴涨 10 倍，持续 0.4 秒,string
天赋卡,spc_evade,cardType,Special,TalentCardType
天赋卡,spc_evade,rarity,Common,TalentCardRarity
天赋卡,spc_evade,slotDiscount,0.00,float
天赋卡,spc_evade,effectType,None,TalentEffectType
天赋卡,spc_evade,effectValue,0,int
天赋卡,spc_evade,effectValue2,0,int
天赋卡,spc_evade,secondaryEffectType,None,TalentEffectType
天赋卡,spc_evade,secondaryEffectValue,0,int
天赋卡,spc_evade,secondaryEffectValue2,0,int
天赋卡,spc_evade,effectTarget,Global,CardEffectTarget
天赋卡,spc_evade,targetOperatorType,Vanguard,OperatorType
天赋卡,spc_evade,targetOperatorDataId,-1,int
天赋卡,spc_evade,purchaseCooldownPenalty,0,int
天赋卡,spc_evade,cardScope,PerRun,CardScope
天赋卡,spc_evade,isGuardianRewindCard,false,bool
天赋卡,spc_evade,triggerType,None,GuardianRewindTriggerType
天赋卡,spc_evade,triggerValue,0,int
天赋卡,spc_evade,isCurse,false,bool
天赋卡,spc_evade,curseEffectType,None,TalentEffectType
