分类,名称,字段,数值,类型
天赋树,防御强化 II,nodeId,def_2,string
天赋树,防御强化 II,branch,防御,string
天赋树,防御强化 II,order,2,int
天赋树,防御强化 II,cost,12,int
天赋树,防御强化 II,effectType,DefenseFlat,enum
天赋树,防御强化 II,effectValue,15,int
天赋树,防御强化 II,isBig,false,bool
天赋树,不灭之盾,nodeId,def_3,string
天赋树,不灭之盾,branch,防御,string
天赋树,不灭之盾,order,3,int
天赋树,不灭之盾,cost,20,int
天赋树,不灭之盾,effectType,GuardianSave,enum
天赋树,不灭之盾,effectValue,1,int
天赋树,不灭之盾,isBig,true,bool
天赋树,初始金币 I,nodeId,eco_0,string
天赋树,初始金币 I,branch,经济,string
天赋树,初始金币 I,order,0,int
天赋树,初始金币 I,cost,4,int
天赋树,初始金币 I,effectType,InitialGold,enum
天赋树,初始金币 I,effectValue,50,int
天赋树,初始金币 I,isBig,false,bool
天赋树,重抽折扣,nodeId,eco_1,string
天赋树,重抽折扣,branch,经济,string
天赋树,重抽折扣,order,1,int
天赋树,重抽折扣,cost,8,int
天赋树,重抽折扣,effectType,RerollDiscount,enum
天赋树,重抽折扣,effectValue,5,int
天赋树,重抽折扣,isBig,false,bool
天赋树,通关金币,nodeId,eco_2,string
天赋树,通关金币,branch,经济,string
天赋树,通关金币,order,2,int
天赋树,通关金币,cost,12,int
天赋树,通关金币,effectType,GoldGainPercent,enum
天赋树,通关金币,effectValue,20,int
天赋树,通关金币,isBig,false,bool
天赋树,幸运之手,nodeId,eco_3,string
天赋树,幸运之手,branch,经济,string
天赋树,幸运之手,order,3,int
天赋树,幸运之手,cost,20,int
天赋树,幸运之手,effectType,ExtraDraw,enum
天赋树,幸运之手,effectValue,1,int
天赋树,幸运之手,isBig,true,bool
天赋树,DP回复 I,nodeId,dep_0,string
天赋树,DP回复 I,branch,部署,string
天赋树,DP回复 I,order,0,int
天赋树,DP回复 I,cost,4,int
天赋树,DP回复 I,effectType,DpRegen,enum
天赋树,DP回复 I,effectValue,1,int
天赋树,DP回复 I,isBig,false,bool
天赋树,初始DP,nodeId,dep_1,string
天赋树,初始DP,branch,部署,string
天赋树,初始DP,order,1,int
天赋树,初始DP,cost,8,int
天赋树,初始DP,effectType,InitialDp,enum
天赋树,初始DP,effectValue,10,int
天赋树,初始DP,isBig,false,bool
天赋树,部署范围,nodeId,dep_2,string
天赋树,部署范围,branch,部署,string
天赋树,部署范围,order,2,int
天赋树,部署范围,cost,12,int
天赋树,部署范围,effectType,DeployRange,enum
天赋树,部署范围,effectValue,1,int
天赋树,部署范围,isBig,false,bool
天赋树,调度大师,nodeId,dep_3,string
天赋树,调度大师,branch,部署,string
天赋树,调度大师,order,3,int
天赋树,调度大师,cost,20,int
天赋树,调度大师,effectType,DpCap,enum
天赋树,调度大师,effectValue,200,int
天赋树,调度大师,isBig,true,bool
天赋树,范围扩展,nodeId,tac_0,string
天赋树,范围扩展,branch,战术,string
天赋树,范围扩展,order,0,int
天赋树,范围扩展,cost,4,int
天赋树,范围扩展,effectType,AttackRange,enum
天赋树,范围扩展,effectValue,1,int
天赋树,范围扩展,isBig,false,bool
天赋树,铁壁,nodeId,tac_1,string
天赋树,铁壁,branch,战术,string
天赋树,铁壁,order,1,int
天赋树,铁壁,cost,8,int
天赋树,铁壁,effectType,DefensePercent,enum
天赋树,铁壁,effectValue,5,int
天赋树,铁壁,isBig,false,bool
天赋树,初始金币 II,nodeId,tac_2,string
天赋树,初始金币 II,branch,战术,string
天赋树,初始金币 II,order,2,int
天赋树,初始金币 II,cost,12,int
天赋树,初始金币 II,effectType,InitialGold,enum
天赋树,初始金币 II,effectValue,100,int
天赋树,初始金币 II,isBig,false,bool
天赋树,DP回复 II,nodeId,tac_3,string
天赋树,DP回复 II,branch,战术,string
天赋树,DP回复 II,order,3,int
天赋树,DP回复 II,cost,20,int
天赋树,DP回复 II,effectType,DpRegen,enum
天赋树,DP回复 II,effectValue,1,int
天赋树,DP回复 II,isBig,true,bool
